COUNTRY_DISPLAY,YEAR_DISPLAY,STARTYEAR,ENDYEAR,GHO_DISPLAY,DIMENSION_NAME,Value_num
Bhutan,1994,1994,1994,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Both sexes,15.8
Bhutan,2009,2009,2009,"Mean Non-HDL cholesterol, crude",Male,3.1
Bhutan,2016,2016,2016,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,6.2
Bhutan,1989,1989,1989,"Mean HDL cholesterol, age-standardized",Both sexes,1.2
Bhutan,2012,2012,2012,Monitoring tobacco use and prevention policies,,2
Bhutan,1990,1990,1990,"Prevalence of diabetes, crude",Female,7.6
Bhutan,2009,2009,2009,"Prevalence of diabetes, age-standardized",Male,13.1
Bhutan,2015,2015,2015,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,10.8
Bhutan,1993,1993,1993,"Prevalence of diabetes, age-standardized",Both sexes,13
Bhutan,2019,2019,2019,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Female,13
Bhutan,1999,1999,1999,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,5.1
Bhutan,2011,2011,2011,"Mean HDL cholesterol, crude",Male,1.1
Bhutan,2014,2014,2014,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Male,31.7
Bhutan,1999,1999,1999,"Prevalence of diabetes, age-standardized",Female,11.7
Bhutan,2012,2012,2012,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,2.7
Bhutan,1991,1991,1991,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,3
Bhutan,2007,2007,2007,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Male,8.3
Bhutan,2000,2000,2000,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,13.7
Bhutan,2000,2000,2000,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,17.7
Bhutan,2012,2012,2012,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,9.8
Bhutan,1999,1999,1999,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,18.3
Bhutan,1990,1990,1990,"Prevalence of diabetes, crude",Male,10.7
Bhutan,2022,2022,2022,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,4.6
Bhutan,1990,1990,1990,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,16.8
Bhutan,1995,1995,1995,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,15.4
Bhutan,2022,2022,2022,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,18.1
Bhutan,1995,1995,1995,"Prevalence of diabetes, crude",Both sexes,12.6
Bhutan,2000,2000,2000,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Female,15.8
Bhutan,2016,2016,2016,Total NCD Deaths,Both sexes,2790
Bhutan,1986,1986,1986,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2021,2021,2021,Crude suicide rates (per 100 000 population),Both sexes,4.5
Bhutan,1996,1996,1996,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,3.16
Bhutan,2013,2013,2013,Total NCD Deaths,Male,1380
Bhutan,2010,2010,2010,Total NCD Deaths,Female,1010
Bhutan,1995,1995,1995,"Mean total cholesterol,  age-standardized",Female,4.2
Bhutan,2017,2017,2017,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,11.7
Bhutan,1992,1992,1992,"Prevalence of diabetes, crude",Female,12
Bhutan,1999,1999,1999,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2000,2000,2000,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Both sexes,12.5
Bhutan,1992,1992,1992,"Mean total cholesterol,  crude",Male,4.2
Bhutan,2007,2007,2007,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,10.1
Bhutan,2011,2011,2011,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Both sexes,10.5
Bhutan,2007,2007,2007,Estimate of current tobacco use prevalence (%) (age-standardized rate),Male,32.6
Bhutan,2008,2008,2008,"Prevalence of diabetes, crude",Male,10.4
Bhutan,2003,2003,2003,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,16
Bhutan,1992,1992,1992,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,2.09
Bhutan,1988,1988,1988,"Mean total cholesterol,  crude",Male,4.2
Bhutan,2013,2013,2013,"Mean total cholesterol,  crude",Female,4.1
Bhutan,2015,2015,2015,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",Female,41.8
Bhutan,2017,2017,2017,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,14.3
Bhutan,1999,1999,1999,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,1.4
Bhutan,1999,1999,1999,"Mean total cholesterol,  age-standardized",Female,4.3
Bhutan,1998,1998,1998,"Mean total cholesterol,  crude",Both sexes,4.2
Bhutan,2005,2005,2005,"Diabetes treatment coverage, age-standardized",Both sexes,13.5
Bhutan,1991,1991,1991,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Both sexes,1.8
Bhutan,2012,2012,2012,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,3.2
Bhutan,1992,1992,1992,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,17.5
Bhutan,1998,1998,1998,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,5.4
Bhutan,2018,2018,2018,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Male,3.8
Bhutan,1990,1990,1990,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,2013,2013,2013,"Prevalence of diabetes, crude",Male,11.2
Bhutan,2003,2003,2003,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,7.1
Bhutan,2019,2019,2019,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,19.5
Bhutan,1984,1984,1984,"Mean HDL cholesterol, age-standardized",Male,1.2
Bhutan,2006,2006,2006,"Prevalence of diabetes, crude",Male,10
Bhutan,2014,2014,2014,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Both sexes,9.5
Bhutan,2000,2000,2000,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,5.4
Bhutan,2013,2013,2013,"Mean total cholesterol,  age-standardized",Male,4.1
Bhutan,2008,2008,2008,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,4.5
Bhutan,1996,1996,1996,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,4.7
Bhutan,1991,1991,1991,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,2015,2015,2015,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,5
Bhutan,2007,2007,2007,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Both sexes,10.2
Bhutan,2010,2010,2010,Total NCD Deaths,Both sexes,2250
Bhutan,1964,1964,1964,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,1996,1996,1996,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,1.1
Bhutan,2016,2016,2016,"Prevalence of diabetes, age-standardized",Female,19.2
Bhutan,2014,2014,2014,"Mean HDL cholesterol, age-standardized",Female,1.2
Bhutan,2022,2022,2022,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Both sexes,3.1
Bhutan,1977,1977,1977,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,1992,1992,1992,"Prevalence of diabetes, crude",Both sexes,11.7
Bhutan,1997,1997,1997,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",Male,2
Bhutan,2020,2020,2020,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,7
Bhutan,2015,2015,2015,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Male,32.9
Bhutan,2000,2000,2000,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Female,11.6
Bhutan,2022,2022,2022,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,8.7
Bhutan,1997,1997,1997,"Mean total cholesterol,  age-standardized",Both sexes,4.3
Bhutan,1999,1999,1999,"Prevalence of diabetes, crude",Both sexes,9.3
Bhutan,2001,2001,2001,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,12.9
Bhutan,1997,1997,1997,"Prevalence of diabetes, age-standardized",Female,11.3
Bhutan,2015,2015,2015,Estimate of current tobacco use prevalence (%) (age-standardized rate),Male,28.8
Bhutan,2015,2015,2015,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Both sexes,7.6
Bhutan,1997,1997,1997,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,20.3
Bhutan,2001,2001,2001,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,24.8
Bhutan,2023,2023,2023,Vision and eyecare: Effective refractive error coverage (eREC) (%),Crude,49.53
Bhutan,1995,1995,1995,"Mean HDL cholesterol, crude",Female,1.1
Bhutan,2015,2015,2015,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,4.1
Bhutan,2013,2013,2013,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Beer,4.1
Bhutan,2010,2010,2010,Estimate of current cigarette smoking prevalence (%),Female,3.1
Bhutan,1979,1979,1979,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,2014,2014,2014,"Prevalence of diabetes, age-standardized",Male,17.6
Bhutan,1999,1999,1999,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",Male,2.1
Bhutan,1998,1998,1998,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Female,13.1
Bhutan,1998,1998,1998,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,4.8
Bhutan,1995,1995,1995,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,4.1
Bhutan,1983,1983,1983,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0
Bhutan,1998,1998,1998,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,5.3
Bhutan,1998,1998,1998,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Both sexes,1.7
Bhutan,2017,2017,2017,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,Male,45
Bhutan,1995,1995,1995,"Prevalence of diabetes, crude",Female,8.7
Bhutan,2009,2009,2009,"Prevalence of diabetes, age-standardized",Female,14
Bhutan,2009,2009,2009,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,4.5
Bhutan,1995,1995,1995,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Other alcoholic beverages,0
Bhutan,2000,2000,2000,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",Female,23.7
Bhutan,2014,2014,2014,"Mean Non-HDL cholesterol, age-standardized",Female,3.1
Bhutan,2018,2018,2018,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Male,7.9
Bhutan,2008,2008,2008,"Mean HDL cholesterol, age-standardized",Both sexes,1.1
Bhutan,2001,2001,2001,"Prevalence of diabetes, crude",Male,9.4
Bhutan,2009,2009,2009,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Male,8.5
Bhutan,1998,1998,1998,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",Both sexes,13.6
Bhutan,1994,1994,1994,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,9.7
Bhutan,2017,2017,2017,"Mean total cholesterol,  crude",Male,4
Bhutan,1978,1978,1978,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,0.49
Bhutan,2021,2021,2021,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),Male,7.9
Bhutan,2008,2008,2008,"Mean total cholesterol,  age-standardized",Male,4.2
Bhutan,1995,1995,1995,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Female,4.5
Bhutan,2014,2014,2014,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Male,5.5
Bhutan,2015,2015,2015,"Diabetes treatment coverage, age-standardized",Both sexes,14.4
Bhutan,2006,2006,2006,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Both sexes,8.7
Bhutan,1996,1996,1996,"Prevalence of diabetes, crude",Female,13.3
Bhutan,2000,2000,2000,Estimate of current tobacco use prevalence (%),Both sexes,32.9
Bhutan,2020,2020,2020,Total NCD Deaths,Female,1230
Bhutan,2010,2010,2010,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",Female,6.8
Bhutan,1970,1970,1970,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",All types,0.54
Bhutan,2023,2023,2023,Vision and eyecare: Effective refractive error coverage (eREC) (%),Age-standardized,49.07
Bhutan,1998,1998,1998,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",Both sexes,5.1
Bhutan,2013,2013,2013,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",Spirits,0.3
Bhutan,2002,2002,2002,"Prevalence of diabetes, crude",Both sexes,9.8
Bhutan,2019,2019,2019,Prevalence of cervical cancer screening  among women aged 30-49 years (%),Female,30
Bhutan,2021,2021,2021,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",Female,6.1
Bhutan,2013,2013,2013,"Prevalence of diabetes, crude",Male,16
